timestamp,cycle,furcations_count,scales,complexities
2026-04-06T03:12:40.020385,3179,1,1.0,4
2026-04-06T03:12:40.613381,3186,1,1.0,2
2026-04-06T03:12:42.231388,3205,3,1.0;1.0;1.0,4;2;3
2026-04-06T03:12:42.732385,3211,3,1.0;1.0;1.0,3;3;4
2026-04-06T03:12:44.364388,3230,1,1.0,4
2026-04-06T03:12:44.536386,3232,1,1.0,2
2026-04-06T03:12:44.862381,3236,1,1.0,4
2026-04-06T03:12:45.697387,3246,1,1.0,3
2026-04-06T03:12:45.785385,3247,1,1.0,2
2026-04-06T03:12:46.558385,3256,1,1.0,3
2026-04-06T03:12:48.504387,3279,2,1.0;1.0,2;1
2026-04-06T03:12:48.905388,3284,1,1.0,4
2026-04-06T03:12:50.291386,3301,3,1.0;1.0;1.0,4;2;2
2026-04-06T03:12:50.701389,3306,1,1.0,4
2026-04-06T03:12:51.203384,3312,2,1.0;1.0,2;2
2026-04-06T03:12:52.639386,3329,1,1.0,1
2026-04-06T03:12:52.721387,3330,2,1.0;1.0,2;2
2026-04-06T03:12:52.801388,3331,1,1.0,3
2026-04-06T03:12:53.046394,3334,2,1.0;1.0,2;1
2026-04-06T03:12:53.815388,3343,2,1.0;1.0,3;3
2026-04-06T03:12:55.043392,3357,1,1.0,3
2026-04-06T03:12:55.791387,3366,1,1.0,1
2026-04-06T03:12:57.851388,3390,3,1.0;1.0;1.0,3;2;3
2026-04-06T03:12:58.558387,3394,2,1.0;1.0,3;3
2026-04-06T03:12:58.815387,3397,3,1.0;1.0;1.0,1;3;4
2026-04-06T03:12:59.542387,3406,1,1.0,2
2026-04-06T03:12:59.867389,3410,2,1.0;1.0,3;2
2026-04-06T03:13:02.202390,3439,1,1.0,2
2026-04-06T03:13:02.527385,3443,1,1.0,3
2026-04-06T03:13:02.770387,3446,1,1.0,3
2026-04-06T03:13:03.009388,3449,1,1.0,3
2026-04-06T03:13:03.396388,3454,2,1.0;1.0,2;2
2026-04-06T03:13:04.029382,3462,2,1.0;1.0,1;2
2026-04-06T03:13:04.852385,3472,1,1.0,3
2026-04-06T03:13:05.644384,3482,3,1.0;1.0;1.0,3;2;1
2026-04-06T03:13:06.449388,3492,2,1.0;1.0,4;2
2026-04-06T03:13:07.282385,3502,1,1.0,2
2026-04-06T03:13:08.738384,3518,2,1.0;1.0,2;2
2026-04-06T03:13:08.897387,3520,1,1.0,2
2026-04-06T03:13:09.606385,3529,1,1.0,2
2026-04-06T03:13:10.719388,3542,1,1.0,3
2026-04-06T03:13:13.506381,3576,1,1.0,3
2026-04-06T03:13:13.911385,3581,1,1.0,4
2026-04-06T03:13:14.315388,3586,1,1.0,3
2026-04-06T03:13:16.032391,3608,1,1.0,1
2026-04-06T03:13:18.823383,3643,1,1.0,2
2026-04-06T03:13:18.989386,3645,1,1.0,2
2026-04-06T03:13:19.488386,3651,1,1.0,3
2026-04-06T03:13:19.898386,3656,2,1.0;1.0,2;4
2026-04-06T03:13:20.610382,3665,2,1.0;1.0,3;3
2026-04-06T03:13:21.987384,3682,1,1.0,2
2026-04-06T03:13:22.853387,3690,1,1.0,4
2026-04-06T03:13:25.041389,3717,2,1.0;1.0,2;2
2026-04-06T03:13:25.120388,3718,1,1.0,3
2026-04-06T03:13:26.913389,3740,1,1.0,2
2026-04-06T03:13:27.710385,3750,2,1.0;1.0,3;4
2026-04-06T03:13:28.040387,3754,1,1.0,1
2026-04-06T03:13:28.124390,3755,1,1.0,2
2026-04-06T03:13:29.056385,3763,3,1.0;1.0;1.0,2;2;2
2026-04-06T03:13:29.722388,3771,1,1.0,4
2026-04-06T03:13:30.457387,3780,1,1.0,1
2026-04-06T03:13:30.538382,3781,1,1.0,2
2026-04-06T03:13:31.786382,3797,1,1.0,2
2026-04-06T03:13:31.863381,3798,1,1.0,3
2026-04-06T03:13:32.656386,3808,1,1.0,2
2026-04-06T03:13:34.141386,3826,2,1.0;1.0,2;4
2026-04-06T03:13:35.454387,3843,1,1.0,3
2026-04-06T03:13:38.315388,3878,1,1.0,3
