timestamp,cycle,scale,scale_name,complexity,complexity_name,resonance_value,verified,verification_reason
2026-04-06T03:08:34.797384,170,1.0,слова,2,научный,0.835,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:08:34.938382,172,1.0,слова,2,научный,0.830,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:08:35.010381,173,1.0,слова,3,ВММП,0.816,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:08:35.546384,181,1.0,слова,3,ВММП,0.818,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:08:35.610388,182,1.0,слова,4,метафорический,0.813,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:08:36.052381,189,1.0,слова,3,ВММП,0.815,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:08:36.117388,190,1.0,слова,2,научный,0.821,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:08:36.733382,200,1.0,слова,4,метафорический,0.825,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:08:36.865380,202,1.0,слова,3,ВММП,0.821,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:08:37.350384,209,1.0,слова,4,метафорический,0.837,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:08:38.144386,221,1.0,слова,2,научный,0.813,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:08:39.016383,234,1.0,слова,1,бытовой,0.816,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:08:39.151381,236,1.0,слова,2,научный,0.812,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:08:39.555388,242,1.0,слова,2,научный,0.813,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:08:41.031385,263,1.0,слова,3,ВММП,0.830,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:08:41.101384,264,1.0,слова,4,метафорический,0.833,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:08:42.778388,289,1.0,слова,1,бытовой,0.829,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:08:44.116381,309,1.0,слова,2,научный,0.832,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:08:44.637385,317,1.0,слова,1,бытовой,0.832,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:08:44.703385,318,1.0,слова,2,научный,0.831,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:08:45.096384,324,1.0,слова,2,научный,0.821,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:08:46.329381,343,1.0,слова,1,бытовой,0.824,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:08:46.394381,344,1.0,слова,3,ВММП,0.835,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:08:46.666388,348,1.0,слова,2,научный,0.835,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:08:47.692388,363,1.0,слова,4,метафорический,0.827,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:08:48.649381,377,1.0,слова,2,научный,0.814,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:08:48.852387,380,1.0,слова,2,научный,0.825,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:08:49.488382,390,1.0,слова,1,бытовой,0.831,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:08:49.553386,391,1.0,слова,3,ВММП,0.819,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:08:49.827387,395,1.0,слова,3,ВММП,0.825,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:08:49.953387,397,1.0,слова,4,метафорический,0.827,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:08:50.920387,411,1.0,слова,3,ВММП,0.833,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:08:51.880383,428,1.0,слова,4,метафорический,0.819,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:08:52.167393,433,1.0,слова,2,научный,0.823,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:08:52.373384,437,1.0,слова,2,научный,0.833,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:08:53.206384,453,1.0,слова,4,метафорический,0.810,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:08:53.360385,456,1.0,слова,3,ВММП,0.817,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:08:53.595385,460,1.0,слова,2,научный,0.822,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:08:54.804383,478,1.0,слова,1,бытовой,0.824,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:08:55.007388,481,1.0,слова,3,ВММП,0.821,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:08:55.074386,482,1.0,слова,4,метафорический,0.811,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:08:55.478382,488,1.0,слова,3,ВММП,0.818,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:08:56.020385,496,1.0,слова,3,ВММП,0.834,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:08:57.144382,513,1.0,слова,1,бытовой,0.828,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:08:57.210386,514,1.0,слова,4,метафорический,0.810,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:08:57.485386,518,1.0,слова,1,бытовой,0.837,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:08:57.554387,519,1.0,слова,3,ВММП,0.835,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:08:58.424387,532,1.0,слова,3,ВММП,0.825,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:08:58.733382,536,1.0,слова,3,ВММП,0.828,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:09:00.950390,562,1.0,слова,2,научный,0.820,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:09:01.505384,569,1.0,слова,1,бытовой,0.828,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:09:02.600388,583,1.0,слова,3,ВММП,0.825,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:09:02.679385,584,1.0,слова,2,научный,0.824,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:09:03.254387,591,1.0,слова,3,ВММП,0.812,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:09:04.722388,607,1.0,слова,4,метафорический,0.838,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:09:05.942385,620,1.0,слова,2,научный,0.823,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:09:06.995387,632,1.0,слова,4,метафорический,0.816,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:09:07.078385,633,1.0,слова,2,научный,0.837,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:09:08.279388,647,1.0,слова,3,ВММП,0.828,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:09:08.365388,648,1.0,слова,3,ВММП,0.838,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:09:08.716387,652,1.0,слова,3,ВММП,0.821,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:09:10.312387,670,1.0,слова,2,научный,0.832,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:09:10.725387,675,1.0,слова,2,научный,0.811,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:09:10.991386,678,1.0,слова,3,ВММП,0.818,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:09:12.694388,698,1.0,слова,4,метафорический,0.830,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:09:12.859388,700,1.0,слова,4,метафорический,0.813,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:09:13.029384,702,1.0,слова,2,научный,0.830,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:09:13.696386,710,1.0,слова,2,научный,0.818,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:09:13.782388,711,1.0,слова,2,научный,0.811,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:09:14.542386,720,1.0,слова,2,научный,0.821,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:09:16.129388,739,1.0,слова,1,бытовой,0.829,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:09:16.294389,741,1.0,слова,4,метафорический,0.834,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:09:16.622386,745,1.0,слова,3,ВММП,0.838,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:09:16.702388,746,1.0,слова,2,научный,0.820,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:09:16.782386,747,1.0,слова,3,ВММП,0.831,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:09:17.359388,754,1.0,слова,2,научный,0.814,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:09:18.547382,769,1.0,слова,2,научный,0.828,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:09:19.510383,781,1.0,слова,2,научный,0.825,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:09:21.564386,805,1.0,слова,2,научный,0.818,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:09:21.731384,807,1.0,слова,2,научный,0.835,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:09:22.215387,813,1.0,слова,1,бытовой,0.827,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:09:22.371387,815,1.0,слова,2,научный,0.821,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:09:22.455387,816,1.0,слова,2,научный,0.819,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:09:22.865384,821,1.0,слова,1,бытовой,0.826,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:09:24.859389,844,1.0,слова,3,ВММП,0.834,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:09:26.159383,860,1.0,слова,2,научный,0.832,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:09:26.996387,870,1.0,слова,2,научный,0.809,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:09:28.248384,885,1.0,слова,4,метафорический,0.809,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:09:29.087385,895,1.0,слова,3,ВММП,0.820,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:09:32.431386,932,1.0,слова,4,метафорический,0.830,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:09:32.515385,933,1.0,слова,1,бытовой,0.817,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:09:33.433385,943,1.0,слова,3,ВММП,0.815,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:09:33.943387,949,1.0,слова,1,бытовой,0.812,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:09:34.124386,951,1.0,слова,1,бытовой,0.824,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:09:34.543386,956,1.0,слова,3,ВММП,0.809,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:09:36.116386,975,1.0,слова,1,бытовой,0.817,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:09:37.517387,992,1.0,слова,3,ВММП,0.834,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:09:37.599388,993,1.0,слова,4,метафорический,0.827,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:09:39.500386,1014,1.0,слова,1,бытовой,0.835,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:09:39.853388,1018,1.0,слова,3,ВММП,0.823,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:09:40.535387,1026,1.0,слова,2,научный,0.825,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:09:41.424382,1036,1.0,слова,4,метафорический,0.838,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:09:41.964385,1041,1.0,слова,4,метафорический,0.831,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:09:43.843388,1063,1.0,слова,3,ВММП,0.824,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:09:44.726382,1074,1.0,слова,4,метафорический,0.821,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:09:45.778386,1087,1.0,слова,2,научный,0.811,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:09:45.944386,1089,1.0,слова,2,научный,0.825,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:09:47.648387,1110,1.0,слова,2,научный,0.813,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:09:47.959386,1114,1.0,слова,3,ВММП,0.822,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:09:48.197388,1117,1.0,слова,2,научный,0.817,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:09:48.273388,1118,1.0,слова,4,метафорический,0.816,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:09:48.596387,1122,1.0,слова,2,научный,0.811,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:09:50.233386,1142,1.0,слова,3,ВММП,0.824,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:09:50.666387,1146,1.0,слова,4,метафорический,0.827,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:09:51.070386,1151,1.0,слова,3,ВММП,0.837,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:09:51.149381,1152,1.0,слова,3,ВММП,0.828,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:09:51.389387,1155,1.0,слова,3,ВММП,0.837,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:09:51.548387,1157,1.0,слова,2,научный,0.824,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:09:51.791387,1160,1.0,слова,2,научный,0.828,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:09:52.350386,1167,1.0,слова,3,ВММП,0.820,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:09:52.596382,1170,1.0,слова,2,научный,0.814,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:09:53.624385,1183,1.0,слова,3,ВММП,0.815,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:09:53.784381,1185,1.0,слова,3,ВММП,0.814,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:09:54.108388,1189,1.0,слова,2,научный,0.833,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:09:54.970389,1199,1.0,слова,1,бытовой,0.825,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:09:56.864388,1223,1.0,слова,3,ВММП,0.809,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:09:57.177381,1227,1.0,слова,3,ВММП,0.813,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:09:59.117388,1251,1.0,слова,4,метафорический,0.814,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:10:00.157381,1264,1.0,слова,2,научный,0.814,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:10:00.403388,1267,1.0,слова,2,научный,0.825,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:10:00.877383,1273,1.0,слова,2,научный,0.832,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:10:01.352382,1279,1.0,слова,3,ВММП,0.835,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:10:02.148384,1289,1.0,слова,1,бытовой,0.832,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:10:02.940385,1298,1.0,слова,4,метафорический,0.835,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:10:03.272386,1302,1.0,слова,2,научный,0.808,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:10:04.057387,1312,1.0,слова,3,ВММП,0.831,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:10:04.288387,1315,1.0,слова,2,научный,0.837,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:10:04.605385,1319,1.0,слова,2,научный,0.835,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:10:05.460387,1330,1.0,слова,2,научный,0.811,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:10:06.347382,1341,1.0,слова,3,ВММП,0.814,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:10:06.430387,1342,1.0,слова,3,ВММП,0.834,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:10:07.546381,1356,1.0,слова,4,метафорический,0.818,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:10:10.298384,1389,1.0,слова,2,научный,0.808,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:10:10.536390,1392,1.0,слова,3,ВММП,0.822,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:10:12.146387,1412,1.0,слова,4,метафорический,0.810,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:10:12.470387,1416,1.0,слова,2,научный,0.820,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:10:12.634388,1418,1.0,слова,2,научный,0.821,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:10:12.952386,1422,1.0,слова,4,метафорический,0.809,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:10:13.195386,1425,1.0,слова,4,метафорический,0.809,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:10:13.758387,1432,1.0,слова,3,ВММП,0.834,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:10:14.388388,1439,1.0,слова,3,ВММП,0.812,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:10:15.037388,1446,1.0,слова,3,ВММП,0.818,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:10:15.130385,1447,1.0,слова,3,ВММП,0.825,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:10:17.242386,1470,1.0,слова,3,ВММП,0.831,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:10:17.734382,1476,1.0,слова,4,метафорический,0.838,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:10:18.138385,1481,1.0,слова,3,ВММП,0.837,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:10:18.306385,1483,1.0,слова,2,научный,0.832,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:10:18.565385,1486,1.0,слова,3,ВММП,0.836,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:10:19.063387,1492,1.0,слова,2,научный,0.821,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:10:19.893384,1502,1.0,слова,2,научный,0.811,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:10:20.316386,1507,1.0,слова,3,ВММП,0.810,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:10:21.438385,1521,1.0,слова,2,научный,0.816,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:10:21.678385,1524,1.0,слова,4,метафорический,0.809,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:10:23.343386,1545,1.0,слова,3,ВММП,0.817,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:10:24.567386,1560,1.0,слова,3,ВММП,0.831,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:10:24.898387,1564,1.0,слова,2,научный,0.823,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:10:25.558385,1572,1.0,слова,2,научный,0.810,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:10:25.641389,1573,1.0,слова,4,метафорический,0.813,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:10:26.739387,1587,1.0,слова,3,ВММП,0.827,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:10:26.895388,1589,1.0,слова,2,научный,0.812,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:10:27.531386,1597,1.0,слова,4,метафорический,0.815,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:10:28.525388,1608,1.0,слова,1,бытовой,0.815,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:10:29.147387,1616,1.0,слова,3,ВММП,0.828,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:10:29.384389,1619,1.0,слова,3,ВММП,0.826,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:10:29.878388,1625,1.0,слова,1,бытовой,0.824,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:10:30.040387,1627,1.0,слова,2,научный,0.810,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:10:30.397389,1631,1.0,слова,1,бытовой,0.812,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:10:30.703389,1634,1.0,слова,2,научный,0.823,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:10:31.590385,1645,1.0,слова,2,научный,0.831,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:10:32.667386,1658,1.0,слова,2,научный,0.822,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:10:33.006384,1662,1.0,слова,2,научный,0.832,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:10:33.171383,1664,1.0,слова,2,научный,0.809,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:10:34.173386,1676,1.0,слова,3,ВММП,0.825,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:10:34.256387,1677,1.0,слова,3,ВММП,0.815,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:10:34.592386,1681,1.0,слова,2,научный,0.811,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:10:34.828387,1684,1.0,слова,2,научный,0.831,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:10:35.450386,1692,1.0,слова,2,научный,0.835,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:10:35.696385,1695,1.0,слова,3,ВММП,0.831,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:10:36.753385,1708,1.0,слова,2,научный,0.830,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:10:37.146387,1713,1.0,слова,4,метафорический,0.825,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
2026-04-06T03:10:37.460385,1717,1.0,слова,3,ВММП,0.834,False,масштаб 1.0 frozen (нельзя создавать новые узлы)
